{ Units, Wavelength Units } SI Microns
{ Thickness } 12.56538
{ Conductivity } 0.7303554
{ IR Transmittance } TIR=0
{ Emissivity, front back } Emis= 0.84 0.84
{ }
{ Product Name: Suntuitive_85C }
{ Manufacturer: User }
{ NFRC ID: 16500 }
{ Type: Laminate }
{ Material: N/A }
{ Coating Name: N/A }
{ Coated Side: Neither }
{ Substrate Filename: N/A }
{ Appearance:  }
{ Acceptance:  }
{ Uses:  }
{ Availability:   }
0.300	0.0000	0.0506	0.0506
0.305	0.0000	0.0498	0.0498
0.310	0.0000	0.0489	0.0489
0.315	0.0000	0.0483	0.0483
0.320	0.0000	0.0477	0.0477
0.325	0.0000	0.0473	0.0473
0.330	0.0000	0.0469	0.0469
0.335	0.0000	0.0465	0.0465
0.340	0.0000	0.0463	0.0463
0.345	0.0000	0.0461	0.0461
0.350	0.0000	0.0459	0.0459
0.355	0.0000	0.0457	0.0457
0.360	0.0000	0.0456	0.0456
0.365	0.0000	0.0454	0.0454
0.370	0.0000	0.0453	0.0453
0.375	0.0000	0.0452	0.0452
0.380	0.0000	0.0451	0.0451
0.385	0.0000	0.0450	0.0450
0.390	0.0000	0.0449	0.0449
0.395	0.0000	0.0448	0.0448
0.400	0.0000	0.0447	0.0447
0.405	0.0001	0.0446	0.0446
0.410	0.0002	0.0445	0.0445
0.415	0.0003	0.0444	0.0444
0.420	0.0005	0.0443	0.0443
0.425	0.0009	0.0443	0.0443
0.430	0.0016	0.0442	0.0442
0.435	0.0026	0.0441	0.0441
0.440	0.0041	0.0440	0.0440
0.445	0.0058	0.0439	0.0439
0.450	0.0074	0.0439	0.0439
0.455	0.0085	0.0438	0.0438
0.460	0.0095	0.0438	0.0438
0.465	0.0108	0.0437	0.0437
0.470	0.0134	0.0436	0.0436
0.475	0.0178	0.0436	0.0436
0.480	0.0251	0.0435	0.0435
0.485	0.0355	0.0435	0.0435
0.490	0.0475	0.0434	0.0434
0.495	0.0564	0.0434	0.0434
0.500	0.0548	0.0434	0.0434
0.505	0.0418	0.0433	0.0433
0.510	0.0257	0.0432	0.0432
0.515	0.0144	0.0431	0.0431
0.520	0.0090	0.0431	0.0431
0.525	0.0069	0.0430	0.0430
0.530	0.0068	0.0430	0.0430
0.535	0.0080	0.0429	0.0429
0.540	0.0102	0.0429	0.0429
0.545	0.0133	0.0428	0.0428
0.550	0.0173	0.0428	0.0428
0.555	0.0218	0.0428	0.0428
0.560	0.0262	0.0428	0.0428
0.565	0.0297	0.0428	0.0428
0.570	0.0317	0.0428	0.0428
0.575	0.0322	0.0427	0.0427
0.580	0.0315	0.0427	0.0427
0.585	0.0300	0.0426	0.0426
0.590	0.0283	0.0426	0.0426
0.595	0.0269	0.0426	0.0426
0.600	0.0260	0.0426	0.0426
0.605	0.0255	0.0425	0.0425
0.610	0.0253	0.0425	0.0425
0.615	0.0254	0.0425	0.0425
0.620	0.0256	0.0424	0.0424
0.625	0.0259	0.0424	0.0424
0.630	0.0264	0.0424	0.0424
0.635	0.0271	0.0424	0.0424
0.640	0.0283	0.0424	0.0424
0.645	0.0299	0.0423	0.0423
0.650	0.0319	0.0423	0.0423
0.655	0.0344	0.0423	0.0423
0.660	0.0371	0.0423	0.0423
0.665	0.0402	0.0423	0.0423
0.670	0.0435	0.0423	0.0423
0.675	0.0471	0.0422	0.0422
0.680	0.0513	0.0422	0.0422
0.685	0.0563	0.0422	0.0422
0.690	0.0624	0.0423	0.0423
0.695	0.0697	0.0423	0.0423
0.700	0.0785	0.0423	0.0423
0.705	0.0890	0.0424	0.0424
0.710	0.1014	0.0425	0.0425
0.715	0.1158	0.0426	0.0426
0.720	0.1325	0.0428	0.0428
0.725	0.1513	0.0430	0.0430
0.730	0.1723	0.0433	0.0433
0.735	0.1949	0.0436	0.0436
0.740	0.2189	0.0441	0.0441
0.745	0.2441	0.0446	0.0446
0.750	0.2699	0.0452	0.0452
0.755	0.2960	0.0459	0.0459
0.760	0.3220	0.0466	0.0466
0.765	0.3477	0.0473	0.0473
0.770	0.3728	0.0481	0.0481
0.775	0.3973	0.0490	0.0490
0.780	0.4215	0.0499	0.0499
0.785	0.4450	0.0508	0.0508
0.790	0.4672	0.0517	0.0517
0.795	0.4887	0.0525	0.0525
0.800	0.5088	0.0534	0.0534
0.805	0.5280	0.0544	0.0544
0.810	0.5454	0.0553	0.0553
0.815	0.5607	0.0560	0.0560
0.820	0.5737	0.0567	0.0567
0.825	0.5845	0.0572	0.0572
0.830	0.5925	0.0576	0.0576
0.835	0.5963	0.0578	0.0578
0.840	0.5982	0.0580	0.0580
0.845	0.6015	0.0582	0.0582
0.850	0.6053	0.0582	0.0582
0.855	0.6090	0.0583	0.0583
0.860	0.6119	0.0587	0.0587
0.865	0.6123	0.0587	0.0587
0.870	0.6117	0.0581	0.0581
0.875	0.6107	0.0584	0.0584
0.880	0.6084	0.0586	0.0586
0.885	0.6045	0.0581	0.0581
0.890	0.5988	0.0575	0.0575
0.895	0.5918	0.0572	0.0572
0.900	0.5832	0.0568	0.0568
0.905	0.5736	0.0561	0.0561
0.910	0.5638	0.0554	0.0554
0.915	0.5539	0.0551	0.0551
0.920	0.5438	0.0546	0.0546
0.925	0.5335	0.0541	0.0541
0.930	0.5230	0.0537	0.0537
0.935	0.5123	0.0531	0.0531
0.940	0.5018	0.0527	0.0527
0.945	0.4914	0.0522	0.0522
0.950	0.4815	0.0516	0.0516
0.955	0.4722	0.0513	0.0513
0.960	0.4636	0.0510	0.0510
0.965	0.4557	0.0507	0.0507
0.970	0.4488	0.0503	0.0503
0.975	0.4426	0.0500	0.0500
0.980	0.4371	0.0498	0.0498
0.985	0.4322	0.0497	0.0497
0.990	0.4278	0.0494	0.0494
0.995	0.4245	0.0493	0.0493
1.000	0.4214	0.0492	0.0492
1.005	0.4184	0.0489	0.0489
1.010	0.4157	0.0489	0.0489
1.015	0.4135	0.0489	0.0489
1.020	0.4117	0.0488	0.0488
1.025	0.4101	0.0489	0.0489
1.030	0.4088	0.0488	0.0488
1.035	0.4079	0.0486	0.0486
1.040	0.4071	0.0484	0.0484
1.045	0.4063	0.0484	0.0484
1.050	0.4053	0.0484	0.0484
1.055	0.4043	0.0484	0.0484
1.060	0.4031	0.0484	0.0484
1.065	0.4016	0.0482	0.0482
1.070	0.3999	0.0481	0.0481
1.075	0.3982	0.0480	0.0480
1.080	0.3963	0.0480	0.0480
