{ Units, Wavelength Units } SI Microns
{ Thickness } 12.56538
{ Conductivity } 0.7303554
{ IR Transmittance } TIR=0
{ Emissivity, front back } Emis= 0.84 0.84
{ }
{ Product Name: Suntuitive_65C }
{ Manufacturer: User }
{ NFRC ID: 16500 }
{ Type: Laminate }
{ Material: N/A }
{ Coating Name: N/A }
{ Coated Side: Neither }
{ Substrate Filename: N/A }
{ Appearance:  }
{ Acceptance:  }
{ Uses:  }
{ Availability:   }
0.300	0.0000	0.0506	0.0506
0.305	0.0000	0.0498	0.0498
0.310	0.0000	0.0489	0.0489
0.315	0.0000	0.0483	0.0483
0.320	0.0000	0.0477	0.0477
0.325	0.0000	0.0473	0.0473
0.330	0.0000	0.0469	0.0469
0.335	0.0000	0.0465	0.0465
0.340	0.0000	0.0463	0.0463
0.345	0.0000	0.0461	0.0461
0.350	0.0000	0.0459	0.0459
0.355	0.0000	0.0457	0.0457
0.360	0.0000	0.0456	0.0456
0.365	0.0000	0.0454	0.0454
0.370	0.0000	0.0453	0.0453
0.375	0.0000	0.0452	0.0452
0.380	0.0002	0.0451	0.0451
0.385	0.0008	0.0450	0.0450
0.390	0.0018	0.0449	0.0449
0.395	0.0030	0.0448	0.0448
0.400	0.0044	0.0447	0.0447
0.405	0.0063	0.0446	0.0446
0.410	0.0089	0.0445	0.0445
0.415	0.0126	0.0444	0.0444
0.420	0.0175	0.0444	0.0444
0.425	0.0237	0.0443	0.0443
0.430	0.0316	0.0442	0.0442
0.435	0.0415	0.0442	0.0442
0.440	0.0527	0.0441	0.0441
0.445	0.0634	0.0441	0.0441
0.450	0.0717	0.0441	0.0441
0.455	0.0771	0.0441	0.0441
0.460	0.0816	0.0441	0.0441
0.465	0.0881	0.0441	0.0441
0.470	0.0990	0.0441	0.0441
0.475	0.1162	0.0442	0.0442
0.480	0.1402	0.0444	0.0444
0.485	0.1693	0.0448	0.0448
0.490	0.1984	0.0452	0.0452
0.495	0.2176	0.0455	0.0455
0.500	0.2136	0.0454	0.0454
0.505	0.1829	0.0448	0.0448
0.510	0.1394	0.0441	0.0441
0.515	0.1019	0.0436	0.0436
0.520	0.0787	0.0434	0.0434
0.525	0.0682	0.0432	0.0432
0.530	0.0664	0.0432	0.0432
0.535	0.0700	0.0432	0.0432
0.540	0.0767	0.0432	0.0432
0.545	0.0853	0.0432	0.0432
0.550	0.0950	0.0432	0.0432
0.555	0.1046	0.0433	0.0433
0.560	0.1126	0.0434	0.0434
0.565	0.1178	0.0434	0.0434
0.570	0.1196	0.0434	0.0434
0.575	0.1183	0.0433	0.0433
0.580	0.1145	0.0432	0.0432
0.585	0.1096	0.0431	0.0431
0.590	0.1047	0.0431	0.0431
0.595	0.1005	0.0430	0.0430
0.600	0.0976	0.0430	0.0430
0.605	0.0959	0.0429	0.0429
0.610	0.0951	0.0429	0.0429
0.615	0.0950	0.0428	0.0428
0.620	0.0953	0.0428	0.0428
0.625	0.0962	0.0428	0.0428
0.630	0.0976	0.0428	0.0428
0.635	0.1000	0.0428	0.0428
0.640	0.1034	0.0428	0.0428
0.645	0.1081	0.0428	0.0428
0.650	0.1138	0.0429	0.0429
0.655	0.1203	0.0429	0.0429
0.660	0.1275	0.0430	0.0430
0.665	0.1348	0.0430	0.0430
0.670	0.1424	0.0431	0.0431
0.675	0.1505	0.0431	0.0431
0.680	0.1595	0.0432	0.0432
0.685	0.1696	0.0434	0.0434
0.690	0.1813	0.0436	0.0436
0.695	0.1948	0.0438	0.0438
0.700	0.2104	0.0441	0.0441
0.705	0.2281	0.0444	0.0444
0.710	0.2478	0.0448	0.0448
0.715	0.2693	0.0453	0.0453
0.720	0.2927	0.0459	0.0459
0.725	0.3176	0.0465	0.0465
0.730	0.3437	0.0473	0.0473
0.735	0.3698	0.0481	0.0481
0.740	0.3960	0.0490	0.0490
0.745	0.4220	0.0500	0.0500
0.750	0.4471	0.0510	0.0510
0.755	0.4716	0.0520	0.0520
0.760	0.4948	0.0530	0.0530
0.765	0.5166	0.0540	0.0540
0.770	0.5372	0.0549	0.0549
0.775	0.5570	0.0559	0.0559
0.780	0.5750	0.0568	0.0568
0.785	0.5916	0.0577	0.0577
0.790	0.6075	0.0585	0.0585
0.795	0.6221	0.0593	0.0593
0.800	0.6350	0.0600	0.0600
0.805	0.6473	0.0608	0.0608
0.810	0.6585	0.0615	0.0615
0.815	0.6674	0.0620	0.0620
0.820	0.6746	0.0625	0.0625
0.825	0.6800	0.0627	0.0627
0.830	0.6827	0.0628	0.0628
0.835	0.6828	0.0628	0.0628
0.840	0.6815	0.0629	0.0629
0.845	0.6818	0.0629	0.0629
0.850	0.6833	0.0627	0.0627
0.855	0.6830	0.0626	0.0626
0.860	0.6822	0.0628	0.0628
0.865	0.6813	0.0628	0.0628
0.870	0.6795	0.0621	0.0621
0.875	0.6773	0.0623	0.0623
0.880	0.6745	0.0624	0.0624
0.885	0.6706	0.0619	0.0619
0.890	0.6649	0.0612	0.0612
0.895	0.6582	0.0609	0.0609
0.900	0.6505	0.0605	0.0605
0.905	0.6418	0.0598	0.0598
0.910	0.6328	0.0591	0.0591
0.915	0.6239	0.0588	0.0588
0.920	0.6150	0.0583	0.0583
0.925	0.6062	0.0578	0.0578
0.930	0.5971	0.0575	0.0575
0.935	0.5882	0.0569	0.0569
0.940	0.5792	0.0564	0.0564
0.945	0.5702	0.0559	0.0559
0.950	0.5617	0.0554	0.0554
0.955	0.5538	0.0550	0.0550
0.960	0.5464	0.0547	0.0547
0.965	0.5398	0.0544	0.0544
0.970	0.5338	0.0541	0.0541
0.975	0.5286	0.0537	0.0537
0.980	0.5241	0.0536	0.0536
0.985	0.5201	0.0534	0.0534
0.990	0.5166	0.0531	0.0531
0.995	0.5141	0.0531	0.0531
1.000	0.5119	0.0530	0.0530
1.005	0.5101	0.0527	0.0527
1.010	0.5084	0.0528	0.0528
1.015	0.5073	0.0527	0.0527
1.020	0.5063	0.0527	0.0527
1.025	0.5058	0.0528	0.0528
1.030	0.5056	0.0527	0.0527
1.035	0.5054	0.0526	0.0526
1.040	0.5057	0.0524	0.0524
1.045	0.5058	0.0525	0.0525
1.050	0.5056	0.0524	0.0524
1.055	0.5055	0.0525	0.0525
1.060	0.5051	0.0525	0.0525
1.065	0.5045	0.0523	0.0523
1.070	0.5038	0.0523	0.0523
1.075	0.5029	0.0522	0.0522
1.080	0.5018	0.0522	0.0522
