{ Units, Wavelength Units } SI Microns
{ Thickness } 12.56538
{ Conductivity } 0.7303554
{ IR Transmittance } TIR=0
{ Emissivity, front back } Emis= 0.84 0.84
{ }
{ Product Name: Suntuitive_45C }
{ Manufacturer: User }
{ NFRC ID: 16500 }
{ Type: Laminate }
{ Material: N/A }
{ Coating Name: N/A }
{ Coated Side: Neither }
{ Substrate Filename: N/A }
{ Appearance:  }
{ Acceptance:  }
{ Uses:  }
{ Availability:   }
0.300	0.0000	0.0506	0.0506
0.305	0.0000	0.0498	0.0498
0.310	0.0000	0.0489	0.0489
0.315	0.0000	0.0483	0.0483
0.320	0.0001	0.0477	0.0477
0.325	0.0000	0.0473	0.0473
0.330	0.0000	0.0469	0.0469
0.335	0.0000	0.0465	0.0465
0.340	0.0000	0.0463	0.0463
0.345	0.0000	0.0461	0.0461
0.350	0.0000	0.0459	0.0459
0.355	0.0000	0.0457	0.0457
0.360	0.0000	0.0456	0.0456
0.365	0.0000	0.0454	0.0454
0.370	0.0004	0.0453	0.0453
0.375	0.0038	0.0452	0.0452
0.380	0.0151	0.0451	0.0451
0.385	0.0357	0.0451	0.0451
0.390	0.0595	0.0451	0.0451
0.395	0.0814	0.0451	0.0451
0.400	0.1004	0.0452	0.0452
0.405	0.1190	0.0453	0.0453
0.410	0.1393	0.0454	0.0454
0.415	0.1622	0.0457	0.0457
0.420	0.1872	0.0460	0.0460
0.425	0.2138	0.0465	0.0465
0.430	0.2419	0.0470	0.0470
0.435	0.2713	0.0477	0.0477
0.440	0.2997	0.0483	0.0483
0.445	0.3239	0.0489	0.0489
0.450	0.3413	0.0495	0.0495
0.455	0.3529	0.0498	0.0498
0.460	0.3626	0.0501	0.0501
0.465	0.3751	0.0504	0.0504
0.470	0.3932	0.0510	0.0510
0.475	0.4176	0.0518	0.0518
0.480	0.4469	0.0530	0.0530
0.485	0.4769	0.0542	0.0542
0.490	0.5023	0.0553	0.0553
0.495	0.5163	0.0559	0.0559
0.500	0.5103	0.0556	0.0556
0.505	0.4808	0.0541	0.0541
0.510	0.4359	0.0521	0.0521
0.515	0.3901	0.0503	0.0503
0.520	0.3557	0.0490	0.0490
0.525	0.3355	0.0483	0.0483
0.530	0.3273	0.0480	0.0480
0.535	0.3264	0.0479	0.0479
0.540	0.3292	0.0480	0.0480
0.545	0.3346	0.0481	0.0481
0.550	0.3428	0.0483	0.0483
0.555	0.3524	0.0486	0.0486
0.560	0.3604	0.0488	0.0488
0.565	0.3647	0.0490	0.0490
0.570	0.3644	0.0489	0.0489
0.575	0.3601	0.0487	0.0487
0.580	0.3528	0.0484	0.0484
0.585	0.3438	0.0481	0.0481
0.590	0.3349	0.0478	0.0478
0.595	0.3271	0.0475	0.0475
0.600	0.3209	0.0473	0.0473
0.605	0.3164	0.0471	0.0471
0.610	0.3136	0.0470	0.0470
0.615	0.3119	0.0469	0.0469
0.620	0.3112	0.0469	0.0469
0.625	0.3116	0.0469	0.0469
0.630	0.3135	0.0469	0.0469
0.635	0.3169	0.0470	0.0470
0.640	0.3221	0.0471	0.0471
0.645	0.3294	0.0473	0.0473
0.650	0.3381	0.0475	0.0475
0.655	0.3476	0.0478	0.0478
0.660	0.3578	0.0481	0.0481
0.665	0.3678	0.0484	0.0484
0.670	0.3778	0.0487	0.0487
0.675	0.3881	0.0490	0.0490
0.680	0.3990	0.0494	0.0494
0.685	0.4109	0.0498	0.0498
0.690	0.4240	0.0503	0.0503
0.695	0.4387	0.0509	0.0509
0.700	0.4549	0.0515	0.0515
0.705	0.4722	0.0522	0.0522
0.710	0.4907	0.0531	0.0531
0.715	0.5100	0.0539	0.0539
0.720	0.5293	0.0548	0.0548
0.725	0.5489	0.0557	0.0557
0.730	0.5681	0.0567	0.0567
0.735	0.5862	0.0576	0.0576
0.740	0.6033	0.0585	0.0585
0.745	0.6198	0.0594	0.0594
0.750	0.6355	0.0603	0.0603
0.755	0.6504	0.0611	0.0611
0.760	0.6638	0.0619	0.0619
0.765	0.6759	0.0626	0.0626
0.770	0.6874	0.0633	0.0633
0.775	0.6978	0.0639	0.0639
0.780	0.7067	0.0645	0.0645
0.785	0.7149	0.0650	0.0650
0.790	0.7227	0.0655	0.0655
0.795	0.7297	0.0659	0.0659
0.800	0.7356	0.0662	0.0662
0.805	0.7413	0.0667	0.0667
0.810	0.7466	0.0671	0.0671
0.815	0.7506	0.0673	0.0673
0.820	0.7533	0.0676	0.0676
0.825	0.7549	0.0676	0.0676
0.830	0.7552	0.0675	0.0675
0.835	0.7543	0.0675	0.0675
0.840	0.7530	0.0675	0.0675
0.845	0.7522	0.0675	0.0675
0.850	0.7520	0.0672	0.0672
0.855	0.7495	0.0669	0.0669
0.860	0.7480	0.0670	0.0670
0.865	0.7470	0.0670	0.0670
0.870	0.7448	0.0662	0.0662
0.875	0.7428	0.0665	0.0665
0.880	0.7401	0.0667	0.0667
0.885	0.7374	0.0662	0.0662
0.890	0.7330	0.0655	0.0655
0.895	0.7276	0.0652	0.0652
0.900	0.7220	0.0649	0.0649
0.905	0.7154	0.0643	0.0643
0.910	0.7092	0.0637	0.0637
0.915	0.7034	0.0635	0.0635
0.920	0.6977	0.0631	0.0631
0.925	0.6919	0.0628	0.0628
0.930	0.6862	0.0626	0.0626
0.935	0.6805	0.0621	0.0621
0.940	0.6745	0.0618	0.0618
0.945	0.6683	0.0614	0.0614
0.950	0.6623	0.0609	0.0609
0.955	0.6566	0.0606	0.0606
0.960	0.6514	0.0603	0.0603
0.965	0.6464	0.0601	0.0601
0.970	0.6418	0.0598	0.0598
0.975	0.6378	0.0594	0.0594
0.980	0.6341	0.0593	0.0593
0.985	0.6309	0.0591	0.0591
0.990	0.6282	0.0588	0.0588
0.995	0.6260	0.0588	0.0588
1.000	0.6243	0.0587	0.0587
1.005	0.6226	0.0584	0.0584
1.010	0.6210	0.0584	0.0584
1.015	0.6199	0.0584	0.0584
1.020	0.6191	0.0584	0.0584
1.025	0.6187	0.0585	0.0585
1.030	0.6184	0.0584	0.0584
1.035	0.6183	0.0583	0.0583
1.040	0.6184	0.0581	0.0581
1.045	0.6183	0.0581	0.0581
1.050	0.6181	0.0581	0.0581
1.055	0.6182	0.0582	0.0582
1.060	0.6180	0.0582	0.0582
1.065	0.6177	0.0580	0.0580
1.070	0.6174	0.0580	0.0580
1.075	0.6171	0.0579	0.0579
1.080	0.6167	0.0579	0.0579
